Symbol
ESGRP
BSTC
MYT
BZUN
DDIV
FLIC
TVIX
IMKTA
WBND
HIFS
KINS
FTCS
BOTZ
FCFS
TAYD
CECO
VRTX
SABR
BANF
IBKCN
ACMR
GTLS
JBLU
MMDMU
EMMA
DNLI
BHF
SNHNL
ISIG
AKBA
HYRE
HYACW
TKKSW
HCAC
ATEC
ANDAW
LRCX
CLBK
TA
SBLKZ
HMNF
ORG
USATP
MMYT
SY
PAACR
KRNT
ACTTW
BIMI
LEDS
FWP
ONCY
PHUN
AMWD
ARCC
DWSN
VETS
OXBRW
LVGO
PACQU
DOX
HABT
HEAR
VRSK
HIBB
ANAB
XTLB
GNMA
AUTO
PSCT
AESE
PHIO
ROLL
DMTK
CLSD
CBMG
ATOM
HMSY
VTVT
LBTYB
WORX
FLGT
LAZY
TW
SSPKU
LECO
BBSI
ALKS
SLGG
AKRO
JRJC
BILI
ALACR
LASR
GDEN
SVBI
AVGR
SQLV
IBKCO
LOACU
WLTW
NGHCP
XELB
FVE
LMNR
CHSCL
PANL
NWL
TCRD
STRS
TKKSU
FTACW
UBNK
XLNX
MNLO
TOTA
DTEA
CMBM
PDD
OCSI
CG
OSBC
INO
NWLI
MWK
APOPW
BCTF
OCCI
CJJD
CDXC
CENT
MYL
EVLO
LANC
HBIO
TIGO
RBCN
VIOT
BCRX
IDSY
KZR
AROW
AVNW
HAYN
LLIT
FEX
ASFI
AGBAU
MBII
KIDS
HCAPZ
SPSC
GEC
FDNI
ADIL
GROW
CECE
OMEX
CPSI
MOSY
NERV
CRSAW
EMMS
MOBL
SITO
FNHC
UTMD
VRNA
CFB
PSTVZ
CORT
ALCO
FTAG
NODK
ARAY
THCB
VERI
CHMA
MRBK
UTHR
PATI
DISHV
LPLA
OTIC
CHCI
BRKS
PEBO
SLMBP
ATVI
ACRS
RDVY
JVA
GWGH
CHRS
MYRG
KBWP
SEED
BPR
EDAP
SRTS
CTACW
STNE
DFBHW
WB
KELYA
SLP
JCOM
NDRAW
DRIOW
RDIB
DEACW
ASPU
PIRS
RNDM
DSLV
INOV
HCM
SBRA
SQBG
BRQS
FNY
PTCT
RFIL
SPWH
CGBD
PNTR
DSKEW
SHY
AMRN
AVGO
WING
BPRAP
CLBS
ICON
YLCO
GSBC
CFMS
EVOP
NH
PLBC
APTX
CRAI
GLIBA
IIN
IMXI
PRNB
DGRE
LHCG
MMDMR
KLAC
CFRX
VBLT
ASRT
TTWO
PDLB
CDTX
TUSA
INPX
IONS
AXNX
MLCO
KOSS
OPESW
RBCAA
FHL
HZNP
LBC
CSA
USAT
BND
HPJ
GAIA
DWPP
IZEA
RNLC
BCDAW
SVRA
LOB
LTXB
ARQL
FORTY
TGEN
AFH
PKBK
DZSI
ZAGG
MLVF
MDGL
NGHCN
NKSH
ISNS
FGEN
TAST
WLFC
JACK
JD
IQ
NNBR
HYGS
WRLS
BMRA
PHUNW
ACIW
GRBK
NVCN
ASTE
EYES
ADRU
MGPI
VONV
ACWX
EAST
FIVN
WEYS
PTNR
AMRS
UXIN
ASNA
BKCH
STNL
DORM
SNDL
ATRC
GNUS
UNAM
CIFS
SURF
MARPS
IDCC
FTSL
AABA
DOOO
AMPH
SNH
FDBC
MBIO
NYMTP
NSYS
APYX
VNQI
ACGLO
KALU
IEP
DFNL
PCMI
PRGX
PLIN
RVEN
BCNA
EGRX
CODA
GBCI
GLYC
SILC
HBP
QRHC
HALL
DFBH
ESGR
ILPT
DGII
GIGE
GRMN
AMR
ECOL
ICPT
IMRN
SBT
PRFT
GECC
ANDE
ENT
KIN
PS
GENE
CENX
LINC
AZRX
AMAL
PPBI
CTXRW
EDUC
HURC
VONG
GLDD
IPAR
Z
UPWK
LANDP
FTXO
CRON
FCNCA
DGICA
MU
UMBF
JSMD
TOTAW
BDSI
SFLY
MDB
TQQQ
CATH
MEOH
NBIX
ISRG
CRAY
WAFU
NVIV
DFFN
EVSTC
ALTY
SMSI
BNGOW
THWWW
CCOI
HWC
IMMR
ICHR
HBANN
VCEL
HOVNP
BLUE
RILYH
BLDP
KRUS
LTRPB
LACQW
CTXS
IUSB
CRSAU
OPTT
SAVA
NESR
WEBK
UFPI
TCON
GPOR
OXLCO
AMRHW
NEBUU
COWNZ
IMUX
SRET
SPNS
APPF
MIME
IKNX
JRSH
GBLI
ARWR
PUYI
STML
WINA
CDEV
WVVI
HEES
WABC
MNSB
ESCA
TESS
RRBI
NXPI
WHFBZ
LYL
SLRX
AFYA
EMXC
SNNA
UBIO
GALT
ALGRR
NHTC
GRVY
CARA
SSNT
RTIX
FMHI
ASV
EQBK
RBB
OTLK
WTFCM
ALDX
SIEN
PMOM
NFINU
TMCX
LIQT
UAL
NGHCO
LFACU
MBCN
PACB
HOTH
MERC
SOHO
APPS
ZEUS
UVSP
CARO
COLB
VMBS
FTXR
NYMX
ARNA
IMMU
TAOP
VBFC
LNT
TACOW
NVTR
NEWTL
LK
BNDX
NCMI
EPSN
PSC
TLT
LMRKP
MORN
ACHN
YY
RDVT
LDSF
PAACU
NYMTN
HGSH
SASR
SFNC
XNET
DWCR
LBAI
FIXX
CLNE
PSNL
NUAN
FARM
ONCE
FYC
OHAI
MFSF
GPAQU
CATC
BCEL
VLYPO
HSACU
TUSK
FNX
TDAC
MCRI
TCDA
WNEB
GFNCP
CDMOP
SNDX
FYX
FEMB
FTA
GLPG
ARYAU
SLQD
WTRE
TTD
ARAV
ALACU
ELTK
CSWC
SPFI
LQDA
CBMB
CVV
CKPT
PDBC
PDFS
LMFA
GNCA
AIMT
TRVG
UTSI
VOD
CHMG
EQIX
STIM
QUIK
AMTBB
JFK
OLD
SLIM
RCMT
HOLX
DSPG
MXIM
OPES
VCLT
HMST
SCON
VVPR
PSL
FFBW
CRSP
INVA
AMGN
CAC
MOTS
CMTL
FFNW
SP
GLADD
SMTC
GLDI
STCN
TWNK
VFF
OTLKW
KTOS
ALLT
ENTA
LTBR
LULU
CPRT
PESI
ORMP
XBIOW
ALNY
MSVB
EDRY
VBTX
HYXE
MTLS
FLEX
IRBT
SNOA
BSGM
FMCI
CY
OVID
KMPH
MMDM
ISCA
BL
EQRR
SRNE
LIFE
FULC
HIHO
TIPT
VTHR
TRIP
TMSR
GXGX
BKNG
CYBR
HHHH
BMRC
GIGM
ITRM
TRVI
GEVO
MMDMW
USCR
EMCG
AFMD
WYNN
FALN
SYNL
LX
TXN
NATH
SNSR
RUSHB
CLRO
DVY
HEPA
NFINW
YTRA
KRTX
POLA
SUSC
DOCU
AIQ
UBSI
DARE
PRN
ARCE
FRBA
LTRPA
AEMD
UCBI
EARS
HIMX
FDT
ADMP
MRIN
PFM
AIRTP
NWS
CCCL
CALM
TPTX
LDRI
SOLY
ALXN
RILYG
ILMN
TTPH
SNSS
OTEX
ERYP
REGN
SKYW
CATY
ATLO
TROV
MBOT
FIXD
UBX
BANFP
EMCB
SSYS
BBH
OLLI
WIFI
GNPX
INMD
REFR
SCSC
AYTU
AKER
BOKFL
SGLBW
FNWB
ZION
CLRG
SND
FKU
MDJH
BIOC
CRUS
RMBL
CAMT
DAX
WTFC
TNDM
YMAB
AKRX
CNOB
MINDP
HSTM
TSEM
BOMN
FAB
DOMO
PGNX
ESGE
SIFY
CNXN
BHTG
JFU
CBFV
NRC
IROQ
FHK
ALSK
YLDE
RYTM
PSTV
LGIH
ARYAW
ELOX
CMRX
FDTS
SMMCU
OPOF
COCP
AMBC
SAMAW
LOGM
HYZD
IOSP
FWONA
TLF
BATRK
RIVE
SSTI
MEET
VNOM
CIH
CVBF
GECCL
WHLM
PRFZ
PTLA
CXDC
ANTE
CATS
OMAB
CPSH
EGLE
KMDA
MRCCL
TELL
GOODP
OASM
SLGN
CATB
ADRA
HHHHU
FEM
ISTR
QQQ
EBIX
TWIN
CHEKZ
ARKR
SQQQ
BROGR
LSTR
OFS
CERS
LCAHW
EBIZ
OXSQ
STLD
SESN
FSLR
JSML
CTG
PWOD
NHLDW
IRTC
VTIQ
ASYS
HJLI
MDSO
SCYX
NDLS
CERC
BCOR
PCTI
OBLN
RUHN
UBNT
FLLCU
USEG
GHDX
SG
CRZO
AEYE
PBIP
FARO
FYT
SPTN
SGRY
HCCHW
HBCP
CRIS
NICE
ORRF
XELA
HMTV
WSBC
JAZZ
SNFCA
SLRC
EVGN
IPKW
GENY
VRSN
JJSF
RMCF
GEMP
TILE
FAD
DMPI
SSB
ASPS
VRA
SIRI
UNTY
VMD
SYPR
LOVE
HCSG
ADRD
CLRBZ
BPRN
FLMN
NAII
LYFT
EZPW
AGFSW
ZYXI
NTAP
ACAMW
JMU
PVAL
GCVRZ
DMLP
HRTX
FTHI
VERU
BKSC
SBFGP
DEST
FFIC
BRY
LILAK
COHU
KVHI
FID
LSXMB
DRIV
OPNT
RPD
PME
FPXE
BPFH
OPI
PI
IGSB
AGEN
POWL
SAIA
PODD
CINF
PICO
MUDSU
HUBG
EVFM
NVAX
ERI
RDFN
CORV
AIRTW
XOG
FFIV
VVUS
CHY
FRBK
TLC
YORW
CFFAU
PAVM
CLDX
DTIL
TOWN
GAINL
CCNI
AIMC
ATNI
PBBI
CSCO
LORL
RBNC
NTGR
CSIQ
CPHC
SFBS
CCNE
IRCP
LIVX
CLMT
GLACW
INFN
PETQ
SLS
CMFNL
AMAT
TFSL
REPH
AMOT
PFBI
NSIT
HSII
NFTY
QADB
DNKN
LBRDK
DLTR
FEMS
HLIO
GMAB
ENLV
SUNS
ADOM
MGEN
TER
MIDD
KBLMW
DXLG
SGMO
EYPT
SKIS
MBINO
ONTX
DFBHU
KRYS
AESEW
HTBK
FBIZ
YIN
AXDX
GOODO
DAIO
ALTR
DOVA
CHI
AMEH
ANGI
KBAL
EQ
KHC
HOMB
CNAC
RCM
REAL
APOP
EYEN
FWRD
EMKR
CMCO
GFNSL
SKYY
ODFL
GULF
CDZI
NTNX
AGMH
RUBY
SFIX
MRVL
HCCHU
TIBRW
GOODM
VIAV
CEMI
MESA
FDUSL
CNTF
CASS
GEOS
RKDA
GAIN
GDS
PCAR
EXTR
DLHC
USWS
ITRI
SGA
AVCO
FEUZ
DRRX
FOX
IFMK
INWK
CLDC
LKQ
FAT
BIIB
ACBI
ISEE
SMCP
XRAY
DCPH
CCXI
MDLZ
OCCIP
IRMD
NHLD
ITI
ELSE
QABA
FOLD
PCYO
CETXP
LILA
ASRV
KNSA
CSWI
TXMD
MDGSW
IMAC
CDNS
FTC
THBRU
AMCA
BLCM
EIDX
DWAT
ALJJ
EEMA
GSKY
ANCN
GVP
MSON
CMCSA
STOK
RUTH
DWTR
MRNA
NVMI
SPRT
OFED
GRID
SBBP
NBEV
DXYN
REGI
RING
SNCR
OTTW
VTSI
SIC
CEZ
TKKSR
CDL
KBWB
YGYI
WHLR
MAT
QTRX
PAYX
INNT
RMBI
RBKB
ATISW
VCTR
ESQ
PPC
VTWV
CBAN
CTXR
STKL
MHLD
DPHCU
XONE
SENEB
GTYH
PY
SGEN
RDHL
FFWM
IIVI
HCCH
ESGRO
QQEW
HEWG
ALTM
ZIONW
STXB
CYRX
LE
SWAV
CLGN
SCZ
MRNS
TMDX
ATAX
SAFM
PRPO
CRWS
GRFS
MMAC
BGNE
QFIN
ALBO
SECO
SSP
ZIXI
SHEN
UNIT
NRIM
ALEC
CHSCO
FPA
FTXH
ZIOP
ALDR
SIEB
IHRT
VSTM
DAVE
TWOU
BHFAP
HAIR
REPL
ATHE
MGEE
SPWR
MCFT
PNNT
CPRX
VLY
MCHP
VIRT
TEUM
FBMS
VGIT
LAKE
ALRM
WSFS
AVT
NVFY
GURE
MNDO
CHNGU
RDWR
ANAT
KGJI
RFDI
HTLD
TXRH
QAT
REKR
LRGE
MBWM
PRMW
OXSQL
UPLD
IUS
SSSS
CARB
SIGI
ULH
GPRE
NUVA
THCBW
SCWX
CBSHP
THCA
PHIOW
TCMD
SGLB
RICK
ARDS
ATHX
ANIP
SANM
NSEC
PXLW
ROKU
LPCN
AMCX
NGM
ICMB
MDGS
KBLMR
INOD
IEAWW
SDVY
FCCY
AUBN
APDN
FBIOP
XENT
NGHC
SRCE
AGTC
CFA
ALGRU
FPAYW
RNST
XERS
NXTC
PAACW
NAOV
ESGU
SNGX
TATT
POWI
INBK
RIGL
FPRX
FUSB
NEWT
ABMD
PFI
ORLY
OTIV
AFINP
PIH
ICLN
FTXD
HSAC
DOYU
SUNW
MCEP
CYAD
IFV
SSKN
ONVO
RVNC
CTACU
MTCH
WINC
HNNA
TBLT
CEY
ARGX
EXEL
FSBC
CNFR
CHEK
GT
DRAD
EDTX
IUSV
CSOD
PAHC
GIII
AIA
RIOT
PSM
MGRC
PRAA
SMPL
EDSA
NMIH
SMIT
OXFD
UCFC
WVFC
ENTX
QLC
FSFG
BREW
AEHR
KRNY
LOCO
MFINL
TCF
AIRG
CBLI
SNBR
HJLIW
GNFT
AGNCN
MAYS
HDS
ATIS
GOOG
DDMXW
TAIT
SCVL
HLNE
TREE
COLM
KTCC
ENFC
JOBS
RDCM
CTRM
CHSCP
THCAW
FRTA
OSIS
BKYI
JFIN
PATK
EPZM
GO
DMRC
CDXS
MFNC
CROX
TRIB
WTREP
ADAP
SRDX
NDAQ
VTIQU
LAND
ACAMU
ZVO
PAAC
PRPL
MNCLU
HHHHR
GLAC
SES
RWLK
GBDC
TCX
ADMS
EML
OGI
RILY
SDG
TH
BPY
CWST
SENEA
KLDO
LMRKN
RFEU
TZACW
SAMG
MCBC
INTG
SYRS
SFBC
FOMX
QYLD
REDU
TNXP
VALU
KALA
PTEN
MOR
BPOPM
CDC
ARYA
SSRM
ADUS
INTC
AMD
FOXF
JCTCF
AAL
MNKD
FANG
SEAC
ALACW
UMPQ
ROIC
FDUS
PPSI
UGLD
SGH
NVEC
HBMD
ZS
NEWTZ
KIRK
VREX
FLN
SLVO
TOPS
STRA
RDNT
SSNC
RDUS
RBBN
PCTY
GNMK
GSM
RAVN
GSUM
SATSV
VERB
PACW
NUROW
SNES
BCPC
MRCY
TTS
ESPR
CSTE
GMHIU
VTWG
XLRN
EEFT
CAPR
ITRN
AEIS
POAI
LITE
FORM
FANH
RTTR
NXST
HAFC
COLL
AAWW
COMM
ARTX
WTRH
OLED
KZIA
AMTB
ODP
TRIL
BELFA
TROW
VRTSP
GYRO
ICLK
RILYL
CSBR
PDCE
CTAC
CSQ
CTWS
MDRR
PKOH
IMACW
PHCF
TIVO
RAND
GTHX
RGLD
LBTYK
OPK
PSCE
INFI
XBIO
HYLS
AGIO
TACO
MDIV
ADES
EIGR
AVID
TYPE
OCSLL
RMTI
VUZI
DGRW
LMNX
FRED
CSML
TRVN
ASTC
TRPX
BFST
ARCI
JBHT
BASI
OPTN
FLMNW
HONE
FTLB
ASMB
CARG
SANW
IBOC
TGTX
CETX
EYEG
TIBRU
WIRE
WSC
PACQW
HSGX
LOGI
ITMR
CALA
QTNT
BRPAU
GBLIZ
IFGL
BHAT
CVGW
BOXL
PLXP
DWMC
DLTH
ICUI
EMB
SNDE
SMMC
ORGS
AVRO
ZKIN
VTNR
TTOO
HCACW
APEX
DWAS
ALGN
SLNO
SEIC
VC
CVCY
AMRB
RNDV
TCGP
EMCI
FNSR
VTWO
REG
FATE
BCOM
TCBIL
ISDS
ARTNA
CHW
TYME
RETO
HAIN
OSN
VRRM
PTE
CHDN
BKEPP
YJ
CMCT
BCLI
GILT
MLND
DWIN
TRMK
KRMA
ICCH
LOACR
QTT
DCIX
VONE
HSON
AAME
BLKB
EXFO
ABUS
NCBS
ONCT
DUSA
AKTS
NXGN
HSIC
PFF
DYSL
LMST
AQST
WSG
ALGT
LCA
NDRA
OXBR
VTGN
FISV
NLTX
ANY
UG
RBZ
YRCW
AMSWA
HPT
POPE
SMBK
LMRKO
OCUL
MTBC
HLAL
PXS
MMLP
EFSC
HSKA
SMED
SRPT
MATW
BAND
CLAR
JCS
CAMP
STRT
BRKR
VICR
ZYNE
PRGS
FENC
AMAG
JOUT
MCEF
BSET
FUND
JASN
MRUS
SFET
WMGI
BOTJ
BTAI
FCSC
JKHY
AVDR
PID
CSSEP
CSFL
DBX
AREX
MELI
TANH
DOGZ
CIVB
FEYE
LACQ
TTMI
WETF
BATRA
AVXL
EXPD
FTEK
IBTX
PCB
OBAS
OCSL
SELF
MRTX
TLRY
OPRX
CIVBP
BNTCW
HELE
ALPN
CFO
CPAA
COOP
NEWTI
TOUR
OPHC
HARP
CASY
STAF
CGO
PRVL
CLFD
FSBW
SBSI
AFIN
ICBK
PLCE
ACST
EBSB
NEO
RGCO
MSFT
NXTG
PNQI
EVOL
MCRB
TZOO
XBIT
GXGXU
GFED
PFSW
DLPNW
ZG
AMBCW
NFIN
OPESU
MBB
CONN
QLYS
ALIM
SIVB
MUDS
WSBF
ETSY
KPTI
ENG
EWJV
JSM
SWKS
VCIT
CLVS
FLWS
VXRT
TSLA
EBTC
DJCO
SAFT
IGLD
SILK
APDNW
XOMA
QRVO
BRKL
IBCP
PLAB
VICL
SNPS
HOLI
WHLRP
INCY
FB
ADBE
HTBX
VCYT
FNK
CZR
MDWD
CSPI
MYFW
IART
FTXG
CYCC
FMB
CRVS
KLXE
KCAPL
EDTXW
AKTX
ESBK
EXAS
OPBK
ZNGA
CRNX
SAMA
TBIO
HFFG
FUNC
ASND
SKYS
OXLC
EMIF
GPRO
TCCO
TRNX
TSRI
ADRE
ESTR
PEGA
MYGN
SUMR
NWFL
CSGS
NDSN
CSSE
TOTAR
DWSH
CDW
CCLP
ADSK
GECCN
AEZS
BIB
BIOS
GMDA
EDTXU
ON
CTHR
BANX
IESC
DWFI
FFBC
CWBC
TRS
SPLK
HSDT
DISCK
LXRX
FORR
WVVIP
GRIF
OSUR
PSCM
CUR
MANH
GARS
AXTI
CPIX
AUPH
VIA
SLNOW
PFG
RRGB
MSTR
AIRR
TWST
ROCK
CGNX
DSGX
APEI
MBTF
OMCL
PLPC
PINC
IXUS
QUMU
GLNG
ALT
SGC
IRDM
FVCB
DFRG
PEGI
ACWI
FONR
BROGW
TRCB
MNCLW
LIVN
DINT
SBNY
MIST
PTMN
ECOW
LSXMK
CRESY
JRVR
CTMX
APPN
ACGL
FBZ
GGAL
BLNKW
PSCC
FTEO
AMRWW
ESGD
EYEGW
BBI
PNRG
GASS
CENTA
SLDB
TBBK
DDMX
VIVO
COST
AWSM
IMMP
SMBC
DSWL
LFACW
SPAR
INGN
WISA
MGYR
CYCN
WEN
EUFN
FLDM
TYHT
PYZ
OSMT
IGIB
EYE
SAL
AMNB
MGTA
GHSI
CBRL
HBAN
EVBG
MNST
YNDX
AGBAR
FCEL
XEL
BMRN
SGMS
EGOV
FMCIW
CVET
NAVI
ABTX
CIDM
VSDA
BMLP
VIGI
LPTX
ATAI
BECN
AGBAW
RUSHA
AMRH
MESO
CIZ
ASUR
TOCA
LFUS
GMHI
FXNC
CARE
CASH
CHSCN
LVHD
HNDL
INDY
DWAQ
ZBIO
EBAY
PCOM
FEP
VXUS
PPHI
MKSI
FJP
FITBP
NMRD
CNST
CHNG
MCHX
TWNKW
NTGN
GILD
ENDP
FMNB
BCOW
MARA
FISI
KOOL
GNTX
BPYPO
ACGLP
BCML
HHR
AGNCM
PCRX
QRTEB
CAR
QBAK
PIHPP
HFWA
BSRR
NAKD
GXGXW
NKTR
LMFAW
EDIT
FORD
STAA
SOLOW
WWR
PNBK
RYAAY
RCII
PSCH
ABIO
NVEE
PDP
USLM
IPLDP
SPKE
USIO
DXGE
EIGI
PRVB
MINI
CHUY
VBIV
CGIX
FRSX
NBTB
NBN
CARZ
SBAC
FCVT
CNSL
AXAS
UEIC
UEPS
SYBT
ACNB
ANDA
ACT
PLSE
SPEX
EXPO
RNDB
PBYI
CPAAU
RMR
LKFN
HROW
ECPG
AINV
OFSSL
PSEC
CMCTP
CLRBW
LMRK
CYRN
GPAQW
BCBP
SCPL
STAY
NEPH
HBNC
ROAD
ACLS
CFBK
INMB
NANO
THRM
AAXN
ISSC
COWN
SONA
PLXS
BDGE
CHFS
BIOL
AMZN
MOXC
SALM
IDEX
KLIC
MLAB
UFCS
LEGH
LMAT
CUI
CLPS
FTACU
UONEK
GPP
PTVCB
ITIC
BLPH
ANGO
DEACU
PFLT
SAUC
CFFA
CHNR
SSFN
DAKT
BNGO
OTTR
ERIE
ONCS
FFIN
CDNA
WDAY
NFLX
SEDG
MLNT
LAUR
GECCM
PNRL
HTBI
CHKP
MDCA
RFAP
ATIF
DISH
RGNX
TRMT
AKCA
CTSH
LUNA
FCAN
ADRO
CLUB
HCACU
FAST
IRIX
VLYPP
TCRR
GRSHU
VYMI
TKKS
ESXB
AMCIU
TCFC
CDLX
PVAC
FCEF
GRSHW
SHIPW
LIVE
WASH
OPRA
AGLE
DISCA
CVTI
DXJS
BLRX
CNACR
MVBF
FBNC
EWJE
NTRSP
SBBX
TBK
TCPC
IPWR
ISHG
FSEA
ATRS
TTNP
HHT
SLAB
TZAC
NIU
PRAH
GWPH
LAWS
IMOS
OFLX
ARVN
WDFC
SORL
TERP
AHPI
LKOR
DRYS
YI
SCHN
STBA
AUTL
ROSE
MGLN
SCOR
FIBK
EEI
PEBK
NTES
IRWD
ESTRW
MTFB
YTEN
PFIS
GLUU
ANDAR
SPHS
GRPN
MANT
XAIR
MSBF
BRPAR
ABEO
ATLC
NMRK
EXPI
IDSA
OPGNW
FSCT
APTO
ACRX
LACQU
AGND
ENOB
MBIN
SMRT
VOXX
ANDAU
VGLT
HYAC
LOAN
AIRT
FUV
CETV
BELFB
VSAT
GNTY
TBNK
LOACW
CPTA
LRAD
WRLD
BIS
MRSN
SBGI
APEN
AIHS
IEI
WSTL
BKEP
SMTX
TSC
DVLU
UCTT
RAIL
MTEX
SKOR
VTC
INTL
FELE
GOGL
IOTS
TTTN
SRTSW
CTRP
LLNW
BNSO
TSCAP
QTEC
LWAY
BPOP
SPCB
APOG
IBKC
VLRX
ARCB
BOCH
BURG
TRHC
MTSL
GRSH
MTRX
PRTH
AXGT
PROV
GENC
CTBI
SGRP
NOVN
RAVE
USAU
TMUS
CVCO
IMI
GRIN
TIGR
EBMT
STFC
EKSO
CNACU
PBPB
ASRVP
MBSD
BLNK
XNCR
ROSEW
UMRX
MIK
MACK
GCBC
CHNA
IDRA
NBRV
CCB
FCBP
SYNH
RNWK
OCFC
MOGO
REED
AQMS
AXGN
GNLN
PEP
NTLA
PRIM
ACAD
EMCF
ADXS
OBSV
PYPL
SGBX
CELC
ASLN
ARCT
AMED
XPER
ICLR
PRTO
TTEC
APM
CERN
CBAY
RILYI
SGMA
CREE
ZN
BROGU
PMTS
USAK
COKE
THCBU
NCNA
PEZ
IPDN
QCOM
MLNX
SGOC
IMV
AGFS
WW
SNLN
NTRA
DYNT
VCSH
EPAY
CID
AMTD
IPHS
OSBCP
IMBI
MRKR
FPXI
OBCI
MKGI
WRLSR
GLBS
PAAS
DBVT
OXLCM
CRTX
XT
MGNX
GSIT
TURN
APLS
MAR
PACQ
USLB
BFIT
UNB
PBCT
CIBR
PPIH
INSU
SINA
NOVT
OSS
DXCM
FDUSZ
CTSO
CBNK
CWBR
BLFS
XSPA
GAINM
CCRC
ASET
AMCI
ISDX
CHRW
LNDC
INSM
PT
FMBI
INSE
PULM
BCOV
NEOG
FMK
SATS
TCFCP
MNTA
ORIT
RARX
HCCI
HEBT
NESRW
PBCTP
WOOD
WSTG
VIVE
FRPH
ARTW
DIOD
SPOK
STNLU
TRUE
NWPX
CRNT
OKTA
CNFRL
TBPH
SAGE
FORK
LTRX
BPMC
MTEM
CASI
NBSE
EMMAW
ECHO
AGYS
MYOS
FEIM
EA
RETA
SRCL
TENX
SHOS
THFF
ZUMZ
CSTL
FIVE
XFOR
ELGX
SELB
TOTAU
MTC
IFEU
OSTK
PSET
MYOK
BRID
BLBD
CAKE
CPSS
CNET
GBT
MBINP
PHO
BGRN
NXTD
ANSS
ECOR
HCAP
ALOT
ETTX
RNET
PTC
BWMCU
ASML
TDACU
SHIPZ
CUTR
FTAC
DNBF
MASI
SRRK
TGLS
FV
CRSA
BFRA
VNDA
LOPE
RUN
SVVC
THOR
MTSC
DCOM
ATEX
ZIV
ATOS
COMT
DGRS
NTEC
PENN
NEPT
BBCP
KOPN
IJT
ZSAN
IBB
LFVN
COHR
FVC
FGBI
JYNT
BPOPN
CWCO
CBPO
FSTR
LPTH
ACTG
CNMD
CVLT
VKTXW
CNCR
MAMS
TIBR
AAXJ
BLMN
LIND
PFPT
KBSF
OFIX
SHLO
TTEK
VRML
ITCI
VRTS
ADILW
WERN
ROBT
HWCPL
BWMCW
UBOH
NTCT
FCA
WTER
HWCC
CMLS
AWRE
ACIA
TLND
RESN
VLGEA
DISCB
EWBC
COWNL
BHFAL
LNTH
TACT
MGIC
AMCIW
AAON
CLSN
SINO
AGBA
PVBC
GNMX
ANIK
EXLS
AZPN
LOGC
KBWD
SBLK
GFN
WPRT
KURA
WCLD
IGF
BOLD
WINS
SOXX
LKCO
ABEOW
MREO
TRMB
KFRC
AXLA
USOI
AVDL
CEVA
SHIP
SPNE
PBTS
CPTAG
DMAC
KERNW
DWLD
PCYG
EFOI
PUB
HAS
ALRN
QNST
HFBL
VEON
ALAC
RRR
PCH
MKTX
SCKT
OESX
ISEM
HX
WRLSW
TLSA
NYMT
PFIE
ALGRW
MTBCP
FRAF
SUSB
GRTS
TDIV
RGLS
HDSN
